company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct,ch_company_name,company_number,company_type,company_status,industry_sector,company_age_years,region,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,website_domain,has_https,http_status,domain_variant,orders_per_company_year,value_quintile,frequency_tier,is_active_12m,is_active_6m,is_churned,ch_matched,recency_days_missing,first_order_days_ago_missing,avg_quantity_missing,avg_margin_missing,revenue_trend_slope_missing,revenue_trend_pct_missing,company_age_years_missing,officer_count_missing,active_officer_count_missing,filing_count_missing,recent_filing_days_missing,annual_accounts_count_missing,charge_count_missing,psc_count_missing,median_quantity_missing,max_quantity_missing,min_quantity_missing,std_quantity_missing,median_margin_missing,peak_month_missing,director_count_missing,secretary_count_missing,http_status_missing
2D 25M,732.0,732.0,0,1,488.9377777777778,488.9377777777778,488.9377777777778,0.0,488.9377777777778,488.9377777777778,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,37.0,1.0,1,0.0,0.0,0.0,488.9377777777778,0.0,0.0,100.0,0.0,25M LIMITED,16806627,ltd,active,Wholesale & Retail,0.3,Ilford,1.0,1.0,1.0,0.0,1.0,103.0,0.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,3.3333333333333335,1,one_time,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4 CREATIVE,332.0,332.0,0,2,4206.5602777777785,2103.2801388888893,2103.2801388888893,511.172795420614,2464.733888888889,1741.8263888888891,0.0,0.0,0.0,2.0,150.0,150.0,200.0,100.0,70.71067811865476,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,23.0,2.0,1,0.0,0.0,4206.5602777777785,0.0,100.0,0.0,100.0,0.0,4 CREATIVE LTD,SC532443,ltd,dissolved,Manufacturing,9.8,Ayr,5.0,1.0,1.0,0.0,15.0,2624.0,1.0,False,0.0,1.0,True,4creative.co.uk,True,200.0,co.uk,0.2040816326530612,4,occasional,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-PRINT,122.0,1359.0,1237,50,92947.49058609424,1858.949811721885,1123.7261609195402,2048.564069786317,8863.439632088435,171.9325,25.244897959183675,0.0,147.0,14.763540824575584,1277.96,350.0,8500.0,5.0,2218.3829646747613,21.229591836734695,20.0,25.0,53.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,56.00000000000001,6.1,9,100.0,48.0,100.0,38.0,42.0,56.00000000000001,50.0,92.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,22.86,2.0,11,5065.70565155425,21.80029011912721,27230.398447629235,65717.09213846501,29.29653966548629,0.0,100.0,0.0,4 PRINT LIMITED,01511940,ltd,active,Manufacturing,45.5,Surrey,7.0,2.0,1.0,1.0,106.0,320.0,38.0,True,2.0,1.0,True,4print.co.uk,False,200.0,co.uk,1.098901098901099,5,power_user,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A&M ELLIS,835.0,835.0,0,1,2640.344,2640.344,2640.344,0.0,2640.344,2640.344,0.0,0.0,0.0,1.0,6000.0,6000.0,6000.0,6000.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7.0,10.0,1,0.0,0.0,0.0,2640.344,0.0,0.0,100.0,0.0,A&M ACCOMMODATIONS LTD,16027284,ltd,active,Accommodation & Food,1.3,Newport,4.0,4.0,3.0,1.0,2.0,52.0,0.0,False,0.0,3.0,False,Unknown,False,301.0,Unknown,0.7692307692307692,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABC,430.0,1001.0,571,7,65388.244203296694,9341.1777433281,8809.312,6200.955847792153,21661.69547252747,3135.7833333333333,95.16666666666669,0.0,285.0,4.477670753064799,4314.285714285715,1000.0,16250.0,200.0,6067.310928637324,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.142857142857143,8,100.0,28.57142857142857,100.0,85.71428571428571,85.71428571428571,42.857142857142854,57.14285714285714,57.14285714285714,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21.428571428571427,5.0,6,-41498.05353661343,-126.92817812202766,0.0,65388.244203296694,0.0,0.0,100.0,0.0,ABC LTD,13390812,ltd,active,International Organisations,4.7,Cambridge,1.0,1.0,1.0,0.0,11.0,23.0,4.0,False,0.0,1.0,True,abc.co.uk,False,200.0,co.uk,1.4893617021276595,5,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABLE CANOPIES,652.0,2198.0,1546,5,7670.732828282828,1534.1465656565656,1472.6944444444443,424.5941246568216,2226.938888888889,1078.9722222222222,386.5,0.0,1546.0,1.18127425614489,900.0,500.0,2000.0,500.0,651.9202405202649,22.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.2,6,100.0,20.0,100.0,0.0,0.0,20.0,80.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,20.4,1.0,2,-1151.8112373738345,-30.03132199121786,0.0,7670.732828282828,0.0,0.0,100.0,0.0,ABLE CANOPIES LIMITED,05391477,ltd,active,Construction,20.9,London,14.0,5.0,4.0,1.0,101.0,13.0,23.0,True,2.0,7.0,True,ablecanopies.co.uk,True,301.0,co.uk,0.2392344497607655,4,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABSOLUTE CONTROL,2571.0,2571.0,0,1,184.798,184.798,184.798,0.0,184.798,184.798,0.0,0.0,0.0,1.0,477.1217532467532,309.0,600.0,150.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20.0,1.0,1,0.0,0.0,0.0,184.798,0.0,100.0,0.0,0.0,ABSOLUTE CONTROL LIMITED,09215238,ltd,active,Professional Services,11.4,London,1.0,1.0,1.0,0.0,32.0,63.0,12.0,False,0.0,2.0,True,absolutecontrol.com,False,405.0,com,0.087719298245614,1,one_time,False,False,True,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
ACG,2298.0,2298.0,0,2,853.5416666666667,426.77083333333337,426.77083333333337,268.0677162817261,616.3233333333334,237.21833333333336,0.0,0.0,0.0,2.0,500.0,500.0,500.0,500.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17.5,10.0,1,0.0,0.0,0.0,853.5416666666667,0.0,0.0,100.0,0.0,ACG LIMITED,01611876,private-limited-guarant-nsc,active,Other Services,44.0,Hampshire,71.0,9.0,8.0,1.0,233.0,4.0,20.0,False,0.0,0.0,True,acg.co.uk,True,200.0,co.uk,0.0454545454545454,2,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKNOWLEDGE DESIGNS,1996.0,1996.0,0,1,165.38205,165.38205,165.38205,0.0,165.38205,165.38205,0.0,0.0,0.0,1.0,300.0,300.0,300.0,300.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,24.0,8.0,1,0.0,0.0,0.0,165.38205,0.0,0.0,100.0,0.0,ACKNOWLEDGE DESIGNS LTD,08875770,ltd,active,Administrative Services,12.0,London,1.0,1.0,1.0,0.0,29.0,350.0,12.0,False,0.0,1.0,True,acknowledgedesigns.co.uk,True,301.0,co.uk,0.0833333333333333,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOPIA,499.0,499.0,0,1,451.80900900900906,451.80900900900906,451.80900900900906,0.0,451.80900900900906,451.80900900900906,0.0,0.0,0.0,1.0,2000.0,2000.0,2000.0,2000.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12.0,9.0,1,0.0,0.0,0.0,451.80900900900906,0.0,0.0,100.0,0.0,ACOPIA LTD,09113327,ltd,active,International Organisations,11.6,West Sussex,4.0,3.0,3.0,0.0,32.0,118.0,12.0,False,0.0,1.0,True,acopia.co.uk,True,200.0,co.uk,0.0862068965517241,1,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACORN PRESS,2114.0,2261.0,147,4,3106.826666666667,776.7066666666667,778.0333333333333,442.3563815815545,1195.56,355.20000000000005,49.0,0.0,147.0,9.93877551020408,210.0,90.0,580.0,80.0,246.84678108764825,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,32.75,4.0,2,715.7066666666019,46.07316361388696,0.0,3106.826666666667,0.0,0.0,100.0,0.0,ACORN PRESS SWINDON LIMITED,02320991,ltd,liquidation,Manufacturing,37.2,Cardiff,16.0,3.0,2.0,1.0,150.0,165.0,27.0,True,10.0,8.0,True,acornpress.co.uk,True,403.0,co.uk,0.1075268817204301,3,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTICARE UK,970.0,970.0,0,3,12477.247766666667,4159.082588888889,4866.714633333333,1230.5640923977053,4872.3798,2738.1533333333336,0.0,0.0,0.0,3.0,300.0,300.0,300.0,300.0,0.0,8.333333333333334,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.333333333333333,9,100.0,33.33333333333333,100.0,100.0,100.0,33.33333333333333,33.33333333333333,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,31.666666666666668,5.0,1,0.0,0.0,0.0,12477.247766666667,0.0,0.0,100.0,0.0,ACTICAREUK LIMITED,13075831,ltd,active,Wholesale & Retail,5.1,Hereford,4.0,4.0,3.0,1.0,32.0,132.0,4.0,False,0.0,3.0,False,Unknown,False,301.0,Unknown,0.5882352941176471,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ACTION PRESS,590.0,1318.0,728,4,5687.430769230769,1421.8576923076923,1302.715384615385,444.3990802695013,2030.0,1052.0,242.66666666666663,0.0,722.0,2.006868131868132,3125.0,2500.0,6500.0,1000.0,2393.567769390845,27.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12.0,6.0,1,319.515384615293,11.23584260027864,0.0,5687.430769230769,0.0,0.0,100.0,0.0,ACTION PRESS LIMITED,NI602411,ltd,dissolved,Unknown,15.9,County Down,3.0,2.0,2.0,0.0,16.0,3492.0,0.0,False,0.0,0.0,True,actionpress.co.uk,True,301.0,co.uk,0.2515723270440251,4,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD PRINT SERVICES,1578.0,1578.0,0,1,1183.6222222222225,1183.6222222222225,1183.6222222222225,0.0,1183.6222222222225,1183.6222222222225,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,30.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,31.0,9.0,1,0.0,0.0,0.0,1183.6222222222225,0.0,0.0,100.0,0.0,AD PRINT SERVICES LTD,05376058,ltd,dissolved,Manufacturing,20.9,Cheshire,5.0,3.0,2.0,1.0,51.0,923.0,17.0,False,0.0,2.0,False,Unknown,False,301.0,Unknown,0.0478468899521531,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADGLOW,2123.0,2514.0,391,5,5897.869816666666,1179.5739633333333,303.83213333333333,1863.7660135625624,4447.533333333333,79.23493333333333,97.75,0.0,264.0,4.670716112531969,284.6,21.0,1000.0,1.0,434.58520453416264,22.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,60.0,5.6,8,100.0,20.0,100.0,20.0,20.0,80.0,40.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.6,3.0,3,-3763.330983332992,-127.61661753530991,0.0,5897.869816666666,0.0,0.0,100.0,0.0,ADGLOW LIMITED,00579219,ltd,active,Wholesale & Retail,68.9,Gloucestershire,11.0,2.0,2.0,0.0,180.0,98.0,25.0,True,13.0,1.0,True,adglow.co.uk,True,200.0,co.uk,0.0725689404934687,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADOVATION,934.0,934.0,0,2,2962.898333333333,1481.4491666666663,1481.4491666666663,189.38558771649488,1615.3649999999998,1347.5333333333333,0.0,0.0,0.0,2.0,500.0,500.0,500.0,500.0,0.0,12.5,12.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,37.5,7.0,1,0.0,0.0,0.0,2962.898333333333,0.0,0.0,100.0,0.0,ADOVATION LTD,06516296,ltd,active,Professional Services,17.9,Surrey,3.0,1.0,1.0,0.0,53.0,27.0,18.0,False,0.0,2.0,True,adovation.co.uk,True,200.0,co.uk,0.111731843575419,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADVAGRAFIX,2382.0,2382.0,0,1,1081.3176649659863,1081.3176649659863,1081.3176649659863,0.0,1081.3176649659863,1081.3176649659863,0.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,10000.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.0,7.0,1,0.0,0.0,0.0,1081.3176649659863,0.0,0.0,100.0,0.0,,,,,Unknown,13.7,Unknown,3.0,2.0,1.0,0.0,34.5,128.0,10.0,0,0.0,1.0,False,Unknown,False,301.0,Unknown,1.0,2,one_time,False,False,True,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
ADVANCED INSULATIONS,2534.0,2534.0,0,1,211.52475,211.52475,211.52475,0.0,211.52475,211.52475,0.0,0.0,0.0,1.0,300.0,300.0,300.0,300.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,2.0,1,0.0,0.0,0.0,211.52475,0.0,0.0,100.0,0.0,ADVANCED THERMAL INSULATIONS LTD,08158090,ltd,dissolved,Construction,13.5,Essex,1.0,1.0,1.0,0.0,13.0,3583.0,1.0,False,0.0,0.0,False,Unknown,False,301.0,Unknown,0.074074074074074,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AG PRODUCTS,451.0,683.0,232,2,1100.4944,550.2472,550.2472,218.79694003271612,704.9599999999999,395.5344,232.0,232.0,232.0,3.148706896551724,100.0,100.0,100.0,100.0,0.0,15.0,15.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,7.0,9,100.0,50.0,100.0,50.0,50.0,100.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,33.0,3.0,2,0.0,0.0,0.0,1100.4944,0.0,0.0,100.0,0.0,AG PRODUCTS LTD,11482600,ltd,active,Wholesale & Retail,7.5,West Sussex,1.0,1.0,1.0,0.0,18.0,5.0,8.0,False,0.0,1.0,True,agproducts.co.uk,True,200.0,co.uk,0.2666666666666666,2,occasional,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDINE,235.0,2495.0,2260,7,9917.612222222222,1416.801746031746,1454.01,671.3000792660276,2603.5,609.62,376.6666666666667,0.0,1151.0,1.1313053097345134,2750.0,1200.0,13200.0,400.0,4664.493541639864,25.571428571428573,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42.857142857142854,6.428571428571429,9,100.0,57.14285714285714,100.0,28.57142857142857,28.57142857142857,28.57142857142857,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,18.285714285714285,3.0,4,-759.2148113207966,-38.27608875549888,1454.01,8463.602222222222,14.660887796580964,0.0,100.0,0.0,ALDINE LIMITED,10988994,ltd,dissolved,Accommodation & Food,8.3,London,1.0,1.0,1.0,0.0,3.0,2526.0,0.0,False,0.0,1.0,True,aldine.co.uk,True,200.0,co.uk,0.8433734939759036,4,regular,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL PAY CARDS,1288.0,1317.0,29,4,10264.967875,2566.24196875,2675.954761904762,1734.792053809059,4110.52380952381,802.5345416666667,9.666666666666666,0.0,29.0,50.37931034482759,2225.0,2300.0,4000.0,300.0,2053.249457161339,12.5,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.5,7,100.0,25.0,100.0,75.0,75.0,50.0,100.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.0,6.0,2,0.0,0.0,0.0,10264.967875,0.0,0.0,100.0,0.0,ALLPAY CARDS LIMITED,03910040,ltd,dissolved,Manufacturing,26.0,Hereford,9.0,1.0,1.0,0.0,55.0,3877.0,14.0,False,0.0,0.0,True,allpaycards.com,True,405.0,com,0.1538461538461538,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLAN HOLDING FINEPRINT,2569.0,2569.0,0,2,800.1299285714285,400.06496428571427,400.06496428571427,21.277028240536392,415.11009523809525,385.01983333333334,0.0,0.0,0.0,2.0,150.0,150.0,150.0,150.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,28.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,26,26.0,1.0,1,0.0,0.0,0.0,800.1299285714285,0.0,100.0,0.0,0.0,FINEPRINT (BASINGSTOKE) LIMITED,03886746,ltd,active,Information & Communication,26.2,Hampshire,6.0,4.0,3.0,1.0,69.0,97.0,27.0,True,1.0,2.0,False,Unknown,False,301.0,Unknown,0.0763358778625954,2,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALLSIGNS,2543.0,2543.0,0,1,517.1375,517.1375,517.1375,0.0,517.1375,517.1375,0.0,0.0,0.0,1.0,400.0,400.0,400.0,400.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,2.0,1,0.0,0.0,0.0,517.1375,0.0,0.0,100.0,0.0,ALLSIGNS LIMITED,00255727,ltd,dissolved,Professional Services,94.8,North Yorkshire,21.0,3.0,2.0,1.0,120.0,5382.0,21.0,False,0.0,0.0,True,allsigns.co.uk,True,301.0,co.uk,0.010548523206751,1,one_time,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALTAVIA,549.0,2307.0,1758,13,36355.496565460926,2796.5766588816095,855.14,3685.689793230927,10835.208333333334,167.21640673076922,146.5,0.0,1221.0,2.7009385665529013,1087.0,450.0,6000.0,25.0,1755.754206411972,21.25,20.0,83.33333333333334,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,92.3076923076923,6.923076923076923,9,100.0,69.23076923076923,92.3076923076923,69.23076923076923,69.23076923076923,92.3076923076923,61.53846153846154,84.61538461538461,53.84615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,27.76923076923077,10.0,6,1652.2513551608151,18.178834137895013,0.0,36355.496565460926,0.0,0.0,100.0,0.0,ALTAVIA LIMITED,SC386898,ltd,active,Administrative Services,15.3,Edinburgh,2.0,1.0,1.0,0.0,45.0,103.0,18.0,False,0.0,1.0,True,altavia.co.uk,False,301.0,co.uk,0.8496732026143791,5,frequent,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBA DEFENCE,2279.0,2279.0,0,1,270.68653333333333,270.68653333333333,270.68653333333333,0.0,270.68653333333333,270.68653333333333,0.0,0.0,0.0,1.0,50.0,50.0,50.0,50.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,10.0,1,0.0,0.0,0.0,270.68653333333333,0.0,0.0,100.0,0.0,AMBA DEFENCE LTD,08309689,ltd,dissolved,Administrative Services,13.2,Birmingham,5.0,4.0,3.0,1.0,37.0,738.0,4.0,True,1.0,2.0,False,Unknown,False,301.0,Unknown,0.0757575757575757,1,one_time,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AMBRO,871.0,988.0,117,13,28946.301896985657,2226.638607460435,1600.7333333333331,2099.7403428535836,7963.25,276.57800000000003,9.75,0.0,26.0,40.583333333333336,770.3846153846154,250.0,5000.0,15.0,1321.451950095143,11.153846153846152,10.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,92.3076923076923,8.307692307692308,9,100.0,92.3076923076923,100.0,92.3076923076923,92.3076923076923,92.3076923076923,84.61538461538461,84.61538461538461,92.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.846153846153847,6.0,5,0.0,0.0,0.0,28946.301896985657,0.0,0.0,100.0,0.0,AMBRO LIMITED,03385816,ltd,active,Wholesale & Retail,28.6,Hertfordshire,16.0,3.0,2.0,1.0,111.0,103.0,29.0,True,7.0,0.0,True,ambro.co.uk,True,405.0,co.uk,0.4545454545454545,5,frequent,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBRO PLASTICS,878.0,990.0,112,3,6801.765861244019,2267.2552870813397,2716.4254545454546,966.5615829263836,2927.501212121212,1157.8391945773526,56.0,0.0,112.0,9.783482142857144,1500.0,2000.0,2000.0,500.0,866.0254037844386,11.666666666666666,10.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,8.666666666666666,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,27.0,5.0,2,0.0,0.0,0.0,6801.765861244019,0.0,0.0,100.0,0.0,AMBROPLASTICS LIMITED,00731878,ltd,dissolved,Manufacturing,63.5,Leeds,8.0,1.0,1.0,0.0,147.0,252.0,28.0,True,17.0,2.0,True,ambroplastics.co.uk,True,405.0,co.uk,0.0472440944881889,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBROSE PRESS,1369.0,1369.0,0,1,4049.366666666667,4049.366666666667,4049.366666666667,0.0,4049.366666666667,4049.366666666667,0.0,0.0,0.0,1.0,2000.0,2000.0,2000.0,2000.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,31.0,4.0,1,0.0,0.0,0.0,4049.366666666667,0.0,0.0,100.0,0.0,AMBROSE PRESS LIMITED,08292261,ltd,dissolved,Manufacturing,13.2,Essex,1.0,1.0,1.0,0.0,47.0,381.0,10.0,False,0.0,1.0,True,ambrosepress.co.uk,True,301.0,co.uk,0.0757575757575757,4,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
