company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct,ch_company_name,company_number,company_type,company_status,industry_sector,company_age_years,region,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,website_domain,has_https,http_status,domain_variant,orders_per_company_year,value_quintile,frequency_tier,is_active_12m,is_active_6m,is_churned,ch_matched,recency_days_missing,first_order_days_ago_missing,avg_quantity_missing,avg_margin_missing,revenue_trend_slope_missing,revenue_trend_pct_missing,company_age_years_missing,officer_count_missing,active_officer_count_missing,filing_count_missing,recent_filing_days_missing,annual_accounts_count_missing,charge_count_missing,psc_count_missing,median_quantity_missing,max_quantity_missing,min_quantity_missing,std_quantity_missing,median_margin_missing,peak_month_missing,director_count_missing,secretary_count_missing,http_status_missing
LION PRESENTATION,2262.0,2279.0,17,3,1767.113486811391,589.0378289371305,521.6012745098039,381.63224768096103,999.8932242063491,245.61898809523808,8.5,3.0,14.0,64.45588235294117,258.3333333333333,100.0,625.0,50.0,318.5252475602732,5.0,5.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,2,100.0,8.333333333333334,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.333333333333332,11.0,2,0.0,0.0,0.0,1767.113486811391,0.0,0.0,100.0,0.0,LION PRESENTATION LIMITED,03307964,ltd,active,Manufacturing,29.0,Tyne & Wear,9.0,4.0,3.0,1.0,93.0,24.0,29.0,True,4.0,2.0,True,lionpresentation.co.uk,True,200.0,co.uk,0.1034482758620689,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLETON IT,1403.0,1403.0,0,1,1726.4444444444443,1726.4444444444443,1726.4444444444443,0.0,1726.4444444444443,1726.4444444444443,0.0,0.0,0.0,1.0,2000.0,2000.0,2000.0,2000.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.0,3.0,1,0.0,0.0,0.0,1726.4444444444443,0.0,0.0,100.0,0.0,LITTLETON IT LIMITED,08646112,ltd,active,Information & Communication,12.5,Co Durham,1.0,1.0,1.0,0.0,24.0,174.0,11.0,False,0.0,1.0,True,littletonit.co.uk,True,403.0,co.uk,0.08,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVING OPTICS,115.0,448.0,333,11,23829.192002222226,2166.290182020202,1410.1941333333334,1616.8649075161643,5038.539448666666,575.0,33.3,0.0,206.0,12.065315315315315,95.45454545454544,100.0,100.0,50.0,15.07556722888818,33.018181818181816,30.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,90.9090909090909,5.090909090909091,6,100.0,9.090909090909092,100.0,0.0,0.0,90.9090909090909,9.090909090909092,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,25.454545454545453,6.0,4,17728.30880222693,148.79487983120578,20778.750402222224,3050.4416,87.19871995779158,0.0,100.0,0.0,LIVING OPTICS LIMITED,12361188,ltd,active,Manufacturing,6.1,Oxfordshire,12.0,6.0,6.0,0.0,84.0,3.0,7.0,False,0.0,3.0,True,livingoptics.co.uk,True,403.0,co.uk,1.8032786885245904,5,frequent,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONSDALE DIRECT,913.0,2466.0,1553,2,2474.325634920635,1237.1628174603177,1237.1628174603177,1256.8681053038788,2125.902777777778,348.4228571428571,1553.0,1553.0,1553.0,0.4703799098518996,190.0,190.0,230.0,150.0,56.56854249492381,22.5,22.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.5,8,100.0,50.0,100.0,100.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,28.5,4.0,2,444.369980158754,35.918471997967835,0.0,2474.325634920635,0.0,0.0,100.0,0.0,LONSDALE VEHICLE SALES DIRECT LIMITED,08677663,ltd,active,Wholesale & Retail,12.4,Gwent,6.0,1.0,1.0,0.0,36.0,139.0,11.0,True,1.0,1.0,True,lonsdaledirect.co.uk,True,301.0,co.uk,0.1612903225806451,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOVE ALUMINIUM,1474.0,1474.0,0,1,4166.111111111111,4166.111111111111,4166.111111111111,0.0,4166.111111111111,4166.111111111111,0.0,0.0,0.0,1.0,20000.0,20000.0,20000.0,20000.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14.0,1.0,1,0.0,0.0,0.0,4166.111111111111,0.0,0.0,100.0,0.0,AA ALUMINIUM LIMITED,15812332,ltd,active,Construction,1.6,Newport,1.0,1.0,1.0,0.0,5.0,84.0,1.0,False,0.0,1.0,True,lovealuminium.co.uk,True,200.0,co.uk,0.625,4,one_time,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LOVELL,554.0,1736.0,1182,5,1543.3623799666666,308.6724759933333,167.07699780000002,327.6379599765593,885.3327075,107.0641905,295.5,12.0,693.0,1.5450507614213198,282.4,9.0,1145.0,3.0,493.6828941739829,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15.2,4.0,3,22.325990580941113,4.339743705834654,0.0,1543.3623799666666,0.0,0.0,100.0,0.0,LOVELL & CO. LIMITED,03946778,ltd,active,International Organisations,25.9,Unknown,6.0,4.0,3.0,1.0,63.0,119.0,26.0,False,0.0,1.0,True,lovell.co.uk,True,301.0,co.uk,0.193050193050193,3,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LS PRINT,463.0,463.0,0,1,1771.7777777777778,1771.7777777777778,1771.7777777777778,0.0,1771.7777777777778,1771.7777777777778,0.0,0.0,0.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,4,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14.0,10.0,1,0.0,0.0,0.0,1771.7777777777778,0.0,0.0,100.0,0.0,LS PRINTING LTD,15835073,ltd,active,Manufacturing,1.6,Ross-On-Wye,2.0,2.0,2.0,0.0,5.0,116.0,0.0,False,0.0,3.0,True,lsprint.com,False,405.0,com,0.625,3,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUKE HUGHES,448.0,2643.0,2195,19,6212.534556200001,326.9755029578948,208.4766666666667,298.57981254582745,1307.3058560000002,47.7237,121.94444444444444,1.0,532.0,3.161617312072893,10.36842105263158,8.0,34.0,1.0,9.838758539096448,36.8421052631579,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.421052631578948,6,100.0,47.368421052631575,100.0,0.0,0.0,21.052631578947366,73.68421052631578,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,17.157894736842106,2.0,10,195.64010815899556,18.894714199738353,0.0,6212.534556200001,0.0,0.0,100.0,0.0,LUKE HUGHES & COMPANY LIMITED,01952292,ltd,liquidation,Manufacturing,40.3,Leeds,25.0,6.0,5.0,1.0,206.0,153.0,21.0,True,4.0,2.0,True,lukehughes.co.uk,True,200.0,co.uk,0.4714640198511166,4,frequent,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUNIO DESIGN,630.0,630.0,0,1,1118.8391111111112,1118.8391111111112,1118.8391111111112,0.0,1118.8391111111112,1118.8391111111112,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18.0,5.0,1,0.0,0.0,0.0,1118.8391111111112,0.0,0.0,100.0,0.0,LUNIO DESIGN LIMITED,11310619,ltd,dissolved,Professional Services,7.8,Kings Langley,1.0,1.0,1.0,0.0,18.0,608.0,7.0,False,0.0,1.0,True,luniodesign.com,True,301.0,com,0.1282051282051282,2,one_time,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LYNCRAFT MARKETING,2412.0,2412.0,0,3,6296.023333333333,2098.6744444444444,1676.8383333333334,796.1006131526573,3016.923333333333,1602.2616666666668,0.0,0.0,0.0,3.0,180.0,140.0,270.0,130.0,78.10249675906654,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,6.0,1,0.0,0.0,0.0,6296.023333333333,0.0,0.0,100.0,0.0,LYNCRAFT MARKETING & EXHIBITIONS LIMITED,04844762,ltd,active,Manufacturing,22.5,Shropshire,5.0,3.0,2.0,1.0,59.0,165.0,22.0,False,0.0,4.0,False,Unknown,False,301.0,Unknown,0.1333333333333333,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M BUTTERWORTH,1178.0,1178.0,0,1,171.54083333333332,171.54083333333332,171.54083333333332,0.0,171.54083333333332,171.54083333333332,0.0,0.0,0.0,1.0,6.0,6.0,6.0,6.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.0,11.0,1,0.0,0.0,0.0,171.54083333333332,0.0,0.0,100.0,0.0,M BUTTERWORTH UPHOLSTERY LIMITED,08384648,ltd,active,Other Services,13.0,Essex,1.0,1.0,1.0,0.0,27.0,280.0,13.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.0769230769230769,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MADDOX DIXON MAGICIAN,794.0,794.0,0,1,611.0550000000001,611.0550000000001,611.0550000000001,0.0,611.0550000000001,611.0550000000001,0.0,0.0,0.0,1.0,5000.0,5000.0,5000.0,5000.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,17.0,11.0,1,0.0,0.0,0.0,611.0550000000001,0.0,0.0,100.0,0.0,BLACKPOOL MAGICIANS CLUB LIMITED,05842945,ltd,active,Arts & Entertainment,19.6,Blackpool,16.0,8.0,8.0,0.0,78.0,115.0,20.0,False,0.0,0.0,False,Unknown,False,301.0,Unknown,0.0510204081632653,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MADDOX DIXON THERMOCHROMIC,1401.0,1401.0,0,1,592.7,592.7,592.7,0.0,592.7,592.7,0.0,0.0,0.0,1.0,250.0,250.0,250.0,250.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15.0,3.0,1,0.0,0.0,0.0,592.7,0.0,0.0,100.0,0.0,A J MADDOX GENERAL BUILDERS LTD,12629395,ltd,active,Construction,5.7,Shrewsbury,1.0,1.0,1.0,0.0,17.0,36.0,7.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.175438596491228,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAINSTREAM,1757.0,2529.0,772,5,8425.111825396827,1685.0223650793655,1822.177777777778,921.5720700668234,2846.857142857143,329.535,193.0,0.0,303.0,2.3656088082901556,1610.0,500.0,6000.0,50.0,2491.0841013502536,25.0,25.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,60.0,5.2,6,100.0,20.0,100.0,0.0,0.0,60.0,40.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,22.0,9.0,4,-2225.610634919747,-79.24917844570875,0.0,8425.111825396827,0.0,0.0,100.0,0.0,MAINSTREAM LIMITED,06537558,ltd,active,Transport & Storage,17.9,Kent,6.0,1.0,1.0,0.0,64.0,21.0,17.0,False,0.0,2.0,True,mainstream.co.uk,True,301.0,co.uk,0.2793296089385475,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAINSTREAM PRINT,807.0,807.0,0,2,3750.316,1875.158,1875.158,74.24621202458749,1927.658,1822.658,0.0,0.0,0.0,2.0,1000.0,1000.0,1000.0,1000.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23.0,11.0,1,0.0,0.0,0.0,3750.316,0.0,0.0,100.0,0.0,MAINSTREAM PRINT LIMITED,08022354,ltd,active,Manufacturing,13.8,West Midlands,2.0,2.0,2.0,0.0,43.0,33.0,15.0,True,2.0,2.0,True,mainstreamprint.co.uk,True,200.0,co.uk,0.144927536231884,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALCOLM KILMINSTER,662.0,662.0,0,1,357.967,357.967,357.967,0.0,357.967,357.967,0.0,0.0,0.0,1.0,25.0,25.0,25.0,25.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,33.0,4.0,1,0.0,0.0,0.0,357.967,0.0,0.0,100.0,0.0,KILMINSTER MOTIVATION LTD,12655358,ltd,active,Information & Communication,5.7,Bristol,1.0,1.0,1.0,0.0,11.0,202.0,4.0,False,0.0,1.0,True,malcolmkilminster.co.uk,False,200.0,co.uk,0.175438596491228,1,one_time,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MAM PRODUCTS,836.0,836.0,0,2,6919.8570141570135,3459.9285070785068,3459.9285070785068,2572.683528871492,5279.090476190476,1640.766537966538,0.0,0.0,0.0,2.0,1500.0,1500.0,2000.0,1000.0,707.1067811865476,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,9,100.0,50.0,100.0,100.0,100.0,50.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,20.0,10.0,1,0.0,0.0,0.0,6919.8570141570135,0.0,0.0,100.0,0.0,M.A.M PRODUCTS LIMITED,15101545,ltd,active,Wholesale & Retail,2.4,Tenterden,1.0,1.0,1.0,0.0,4.0,147.0,1.0,False,0.0,2.0,True,mamproducts.co.uk,True,200.0,co.uk,0.8333333333333334,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM PRODUSCTS,836.0,836.0,0,1,3684.9666666666662,3684.9666666666662,3684.9666666666662,0.0,3684.9666666666662,3684.9666666666662,0.0,0.0,0.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29.0,10.0,1,0.0,0.0,0.0,3684.9666666666662,0.0,0.0,100.0,0.0,PERSOPENS PROMOTIONAL PRODUSCTS LTD,14914458,ltd,active,Wholesale & Retail,2.7,London,1.0,1.0,1.0,0.0,6.0,222.0,1.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.3703703703703703,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MANOR,2286.0,2286.0,0,2,2602.5535714285716,1301.2767857142858,1301.2767857142858,727.9639058501893,1816.025,786.5285714285715,0.0,0.0,0.0,2.0,1225.0,1225.0,2000.0,450.0,1096.0155108391486,17.5,17.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,27.0,10.0,1,0.0,0.0,0.0,2602.5535714285716,0.0,0.0,100.0,0.0,MANOR LIMITED,01342107,ltd,dissolved,Wholesale & Retail,48.2,Birmingham,11.0,1.0,1.0,0.0,82.0,3912.0,28.0,False,0.0,0.0,True,manor.co.uk,True,307.0,co.uk,0.0414937759336099,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANOR PRINTING,2082.0,2391.0,309,5,9133.542857142858,1826.708571428572,1913.7333333333331,543.7919482866151,2532.8777777777773,1016.4952380952382,77.25,0.0,309.0,5.910194174757281,700.0,500.0,1000.0,500.0,273.8612787525831,20.0,20.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.2,8,100.0,40.0,100.0,100.0,100.0,40.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,23.8,7.0,2,-4067.787301586934,-89.07359094298735,0.0,9133.542857142858,0.0,0.0,100.0,0.0,STAMFORD MERCURY LIMITED,00129556,ltd,dissolved,Professional Services,112.6,West Yorkshire,9.0,0.0,0.0,0.0,91.0,2393.0,19.0,True,10.0,0.0,True,manorprinting.co.uk,True,403.0,co.uk,0.0444049733570159,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARK MEDIA ACE,2600.0,2600.0,0,2,1702.426559065934,851.213279532967,851.213279532967,33.84547667789194,875.1456456043956,827.2809134615385,0.0,0.0,0.0,2.0,520.0,520.0,520.0,520.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,24,24.0,12.0,1,0.0,0.0,0.0,1702.426559065934,0.0,100.0,0.0,0.0,ACE DIGITAL MEDIA MARKETING LTD,13610321,ltd,dissolved,Professional Services,4.4,London,1.0,1.0,1.0,0.0,6.0,440.0,1.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.4545454545454545,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARSHGUARD,583.0,2613.0,2030,78,77175.34910335849,989.42755260716,747.1055555555556,917.6657040553778,4483.031481481483,110.446,26.710526315789473,0.0,406.0,14.034236453201972,1680.820512820513,1000.0,11000.0,10.0,2369.506725715317,29.013513513513512,20.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15.384615384615383,5.051282051282051,6,100.0,6.41025641025641,100.0,0.0,0.0,12.82051282051282,87.17948717948718,100.0,98.71794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,20.56410256410257,3.0,12,-2814.8264336848733,-26.677128978980985,0.0,73860.21581002515,0.0,0.0,100.0,0.0,MARSHGUARD LIMITED,09263278,ltd,active,Wholesale & Retail,11.3,Powys,3.0,1.0,1.0,0.0,39.0,81.0,12.0,False,0.0,2.0,True,marshguard.com,True,200.0,com,6.902654867256636,5,power_user,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATT,1600.0,1600.0,0,1,565.22048,565.22048,565.22048,0.0,565.22048,565.22048,0.0,0.0,0.0,1.0,900.0,900.0,900.0,900.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,1.0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,9.0,1,0.0,0.0,0.0,565.22048,0.0,0.0,100.0,0.0,MATT LIMITED,06556905,ltd,dissolved,Construction,17.8,Birmingham,3.0,2.0,1.0,1.0,27.0,3499.0,8.0,False,0.0,0.0,True,matt.co.uk,False,301.0,co.uk,0.0561797752808988,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATT J,619.0,619.0,0,1,237.46000000000004,237.46000000000004,237.46000000000004,0.0,237.46000000000004,237.46000000000004,0.0,0.0,0.0,1.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20.0,5.0,1,0.0,0.0,0.0,237.46000000000004,0.0,0.0,100.0,0.0,MATT J LIMITED,12213674,ltd,active,Transport & Storage,6.4,London,1.0,1.0,1.0,0.0,7.0,1300.0,1.0,False,0.0,1.0,True,mattj.co.uk,False,200.0,co.uk,0.15625,1,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATT PHILLIPS PLAYING,1801.0,1801.0,0,1,5091.5,5091.5,5091.5,0.0,5091.5,5091.5,0.0,0.0,0.0,1.0,168000.0,168000.0,168000.0,168000.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14.0,2.0,1,0.0,0.0,0.0,5091.5,0.0,0.0,100.0,0.0,MATTHEW PHILLIPS LTD,NI718175,ltd,active,Wholesale & Retail,1.6,Belfast,1.0,1.0,1.0,0.0,5.0,87.0,2.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.625,4,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MATTHEWS PRINTERS,2394.0,2394.0,0,2,15685.833333333334,7842.916666666667,7842.916666666667,241.71266803560192,8013.833333333334,7672.0,0.0,0.0,0.0,2.0,10000.0,10000.0,10000.0,10000.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12.0,7.0,1,0.0,0.0,0.0,15685.833333333334,0.0,0.0,100.0,0.0,MATTHEWS THE PRINTERS LIMITED,01811630,ltd,dissolved,Manufacturing,41.8,Cambridge,7.0,6.0,5.0,1.0,124.0,443.0,30.0,True,3.0,3.0,False,Unknown,False,301.0,Unknown,0.0478468899521531,5,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAXIPOS,135.0,987.0,852,142,1146105.7802627971,8071.167466639416,3839.7739555555554,9558.70346862743,65072.36,291.8933333333333,6.042553191489362,0.0,110.0,60.875,6064.077464788732,2000.0,60000.0,1.0,10946.080204576454,14.606756756756756,10.0,1.5384615384615383,96.92307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45.774647887323944,6.23943661971831,9,100.0,19.014084507042252,92.95774647887325,91.54929577464787,91.54929577464787,37.32394366197183,70.4225352112676,35.2112676056338,85.91549295774648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,19.204225352112676,3.0,12,-173833.1454255403,-45.50185901313955,64641.47723571429,1081464.3030270827,5.640096956922447,0.0,100.0,0.0,MAXIPOS CORPORATION LTD,08075453,ltd,active,Administrative Services,13.7,Oxfordshire,1.0,1.0,1.0,0.0,38.0,167.0,12.0,False,0.0,2.0,True,maxipos.co.uk,True,405.0,co.uk,10.364963503649635,5,power_user,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAXMARA,404.0,404.0,0,1,266.05,266.05,266.05,0.0,266.05,266.05,0.0,0.0,0.0,1.0,75.0,75.0,75.0,75.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.0,12.0,1,0.0,0.0,0.0,266.05,0.0,0.0,100.0,0.0,MAX MARA LIMITED,02024802,ltd,active,Wholesale & Retail,39.7,London,16.0,8.0,7.0,1.0,156.0,207.0,24.0,True,2.0,0.0,True,maxmara.com,True,301.0,com,0.0251889168765743,1,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
